[1, 2, 3, 4, 5] ##	 [(0, 16), (0, 1), (0, 5), (0, 14), (1, 2), (1, 3), (1, 6), (2, 13), (2, 7), (5, 8), (5, 11), (5, 9), (8, 12), (8, 15)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 8), (0, 14), (0, 15), (2, 9), (2, 4), (8, 11), (8, 12), (8, 16), (11, 17), (11, 13)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 4), (1, 3), (1, 14), (1, 16), (2, 15), (2, 7), (3, 5), (3, 6), (5, 11), (5, 9), (5, 12), (12, 17), (12, 13)]
[1, 2, 3, 4] ##	 [(0, 8), (0, 11), (0, 4), (0, 9), (2, 8), (2, 13), (2, 6), (3, 8), (6, 14), (6, 7), (8, 12), (8, 15), (9, 16), (9, 10)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 12), (0, 9), (1, 5), (1, 11), (1, 13), (1, 15), (2, 3), (2, 7), (5, 8), (5, 14), (7, 16), (7, 10)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (1, 9), (1, 2), (2, 3), (2, 4), (2, 13), (4, 8), (4, 12), (4, 7), (7, 16), (7, 15), (8, 10), (8, 14), (10, 17), (10, 11)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 10), (0, 11), (0, 15), (1, 2), (1, 5), (2, 3), (2, 13), (3, 4), (3, 7), (4, 9), (4, 12), (11, 16), (11, 14)]
[1, 2, 3, 4] ##	 [(0, 8), (0, 3), (0, 14), (0, 7), (3, 11), (3, 13), (4, 8), (8, 9), (8, 12), (8, 15), (8, 16), (9, 17), (9, 10)]
[1, 2, 3, 4, 5] ##	 [(0, 11), (0, 1), (0, 3), (0, 4), (0, 9), (1, 2), (1, 5), (1, 13), (2, 10), (2, 12), (2, 7), (5, 8), (5, 6), (8, 16), (8, 15), (12, 17), (12, 14)]
[1, 2, 3, 4] ##	 [(0, 1), (1, 9), (1, 2), (1, 3), (2, 10), (2, 5), (2, 6), (2, 13), (3, 14), (3, 12), (5, 16), (5, 7), (8, 12), (12, 17), (12, 15)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 3), (0, 5), (0, 11), (0, 12), (0, 19), (1, 4), (1, 14), (2, 8), (2, 16), (4, 17), (4, 9), (5, 6), (5, 15), (6, 18), (6, 13)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 10), (0, 11), (0, 15), (0, 17), (1, 2), (1, 12), (2, 9), (2, 7), (5, 16), (5, 11), (5, 14), (11, 18), (11, 13)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 2), (0, 3), (0, 7), (1, 16), (1, 11), (3, 6), (3, 8), (3, 10), (3, 13), (3, 17), (7, 9), (7, 12), (8, 18), (8, 15), (12, 19), (12, 14)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 4), (0, 6), (0, 9), (2, 17), (2, 15), (2, 7), (4, 8), (4, 10), (7, 11), (7, 14), (8, 16), (8, 12)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 2), (0, 6), (0, 7), (1, 9), (1, 3), (2, 4), (2, 5), (4, 16), (4, 15), (6, 12), (6, 13), (7, 8), (7, 11), (9, 10), (9, 17), (13, 18), (13, 14)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 2), (0, 4), (0, 5), (0, 9), (0, 13), (2, 3), (2, 15), (3, 8), (3, 6), (4, 16), (4, 10), (5, 11), (5, 7), (6, 17), (6, 12), (7, 18), (7, 14)]
[1, 2, 3, 4, 5] ##	 [(0, 8), (0, 1), (0, 2), (0, 9), (1, 16), (1, 3), (1, 11), (3, 10), (3, 5), (3, 6), (6, 14), (6, 15), (9, 12), (9, 13)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (1, 2), (1, 11), (1, 4), (2, 8), (2, 3), (2, 5), (2, 6), (4, 13), (4, 14), (4, 9), (6, 10), (6, 7), (7, 16), (7, 12), (8, 17), (8, 15)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 3), (0, 6), (0, 7), (0, 10), (0, 14), (1, 2), (1, 11), (1, 13), (1, 18), (7, 9), (7, 16), (11, 17), (11, 15)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 2), (0, 3), (0, 12), (0, 9), (1, 11), (1, 13), (2, 10), (2, 5), (2, 6), (3, 4), (3, 15), (4, 8), (4, 14), (5, 16), (5, 7)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 3), (0, 9), (1, 8), (1, 10), (1, 5), (3, 12), (3, 4), (4, 16), (4, 7), (10, 11), (10, 15), (10, 17)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 5), (1, 3), (1, 9), (1, 11), (1, 12), (1, 14), (5, 16), (5, 7), (6, 8), (6, 11), (6, 13), (11, 17), (11, 15)]
[1, 2, 3, 4] ##	 [(0, 4), (0, 5), (0, 7), (0, 11), (0, 15), (5, 9), (5, 16), (7, 8), (7, 17), (9, 18), (9, 14), (10, 11), (11, 12), (12, 19), (12, 13)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 2), (0, 9), (1, 18), (1, 3), (1, 14), (2, 4), (2, 5), (3, 8), (3, 11), (3, 6), (4, 10), (4, 15), (8, 17), (8, 13), (15, 16), (15, 19)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 10), (0, 5), (1, 12), (1, 3), (1, 4), (1, 6), (3, 14), (3, 17), (5, 18), (5, 11), (8, 10), (10, 15), (12, 19), (12, 13), (15, 16), (15, 20)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 3), (0, 15), (1, 2), (1, 4), (2, 5), (2, 7), (3, 9), (3, 6), (5, 11), (5, 10), (5, 14), (7, 8), (7, 17), (10, 16), (10, 12), (12, 18), (12, 13)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 4), (0, 14), (0, 7), (1, 8), (1, 3), (1, 11), (3, 16), (3, 10), (4, 12), (4, 5), (4, 15), (5, 17), (5, 13), (7, 9), (7, 18)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 16), (0, 1), (0, 2), (0, 3), (0, 15), (2, 4), (2, 13), (3, 17), (3, 5), (4, 10), (4, 6), (4, 7), (6, 8), (6, 9), (6, 11), (8, 18), (8, 12), (10, 19), (10, 14)]
[2, 3, 4, 5, 6] ##	 [(0, 16), (0, 1), (0, 5), (0, 6), (1, 7), (1, 4), (1, 15), (4, 8), (4, 12), (4, 9), (5, 17), (5, 14), (6, 18), (6, 13), (7, 11), (7, 19), (9, 20), (9, 10)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 4), (0, 8), (0, 9), (0, 13), (0, 17), (1, 10), (1, 11), (7, 9), (7, 18), (7, 12), (9, 14), (9, 15), (9, 16), (9, 19)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 5), (2, 8), (2, 3), (2, 4), (2, 9), (3, 17), (3, 13), (4, 12), (4, 6), (4, 15), (5, 14), (5, 7), (6, 16), (6, 18), (7, 10), (7, 11)]
[2, 3, 4, 5, 6] ##	 [(0, 16), (0, 1), (0, 2), (0, 11), (1, 12), (1, 3), (1, 4), (2, 9), (2, 5), (2, 6), (4, 13), (4, 17), (5, 8), (5, 18), (11, 19), (11, 15), (12, 20), (12, 14)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 3), (0, 12), (2, 10), (2, 11), (2, 15), (2, 17), (3, 19), (3, 4), (3, 16), (4, 14), (4, 7), (7, 8), (7, 18)]
[1, 2, 3, 4] ##	 [(0, 5), (0, 8), (0, 12), (0, 19), (2, 16), (2, 8), (2, 15), (3, 8), (5, 17), (5, 7), (8, 13), (8, 14), (8, 18), (8, 20)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (2, 9), (2, 12), (2, 5), (3, 17), (3, 6), (5, 16), (5, 18), (7, 8), (7, 10), (8, 19), (8, 15), (9, 11), (9, 13), (11, 20), (11, 14)]
[2, 3, 4, 5, 6] ##	 [(0, 16), (0, 1), (0, 2), (0, 10), (0, 7), (1, 12), (1, 6), (2, 9), (2, 4), (2, 8), (6, 14), (6, 17), (7, 18), (7, 15), (8, 19), (8, 11), (10, 20), (10, 13)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 4), (0, 9), (1, 2), (1, 7), (2, 5), (2, 8), (2, 12), (2, 14), (2, 15), (2, 17), (7, 16), (7, 18), (8, 19), (8, 11), (9, 10), (9, 13)]
[1, 2, 3, 4] ##	 [(1, 2), (1, 9), (1, 12), (1, 16), (1, 17), (1, 20), (2, 3), (2, 5), (3, 8), (3, 7), (5, 11), (5, 18), (7, 19), (7, 14), (9, 10), (9, 13)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 9), (0, 11), (0, 16), (0, 17), (0, 21), (2, 3), (2, 7), (2, 10), (2, 12), (2, 18), (9, 19), (9, 13), (12, 20), (12, 15)]
[1, 2, 3, 4, 5] ##	 [(0, 8), (0, 1), (0, 2), (0, 6), (1, 3), (1, 12), (2, 4), (2, 5), (3, 16), (3, 10), (3, 13), (3, 9), (5, 18), (5, 7), (9, 11), (9, 15), (11, 19), (11, 14), (13, 17), (13, 20)]
[1, 2, 3, 4] ##	 [(1, 4), (1, 5), (1, 9), (1, 14), (1, 18), (5, 17), (5, 13), (5, 15), (9, 10), (9, 11), (9, 16), (10, 19), (10, 12)]
[1, 2, 3, 4, 5] ##	 [(0, 8), (0, 1), (0, 6), (1, 9), (1, 2), (1, 4), (1, 7), (2, 5), (2, 11), (2, 15), (2, 20), (5, 16), (5, 18), (6, 19), (6, 13), (9, 12), (9, 14), (9, 17)]
[1, 2, 3, 4] ##	 [(0, 11), (0, 2), (0, 3), (0, 8), (3, 12), (3, 13), (3, 6), (8, 10), (8, 15), (8, 17), (8, 19), (13, 18), (13, 14)]
[1, 2, 3, 4, 5] ##	 [(1, 2), (1, 5), (1, 6), (1, 14), (1, 16), (1, 18), (2, 8), (2, 3), (3, 4), (3, 10), (4, 9), (4, 13), (4, 7), (9, 17), (9, 11), (14, 19), (14, 15)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 3), (0, 9), (0, 10), (0, 18), (2, 4), (2, 8), (2, 14), (2, 19), (4, 16), (4, 7), (9, 12), (9, 13), (12, 20), (12, 15), (16, 17), (16, 21)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 10), (0, 3), (0, 7), (1, 2), (1, 15), (2, 18), (2, 5), (3, 8), (3, 4), (3, 6), (3, 9), (6, 16), (6, 19), (7, 11), (7, 20), (8, 12), (8, 13), (12, 17), (12, 14)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 3), (0, 4), (0, 13), (0, 7), (1, 8), (1, 2), (1, 18), (7, 9), (7, 11), (7, 12), (9, 16), (9, 10), (12, 15), (12, 14), (15, 17), (15, 19)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 15), (0, 17), (0, 19), (1, 5), (1, 14), (2, 9), (2, 3), (2, 4), (2, 13), (3, 8), (3, 18), (4, 16), (4, 11), (4, 6), (11, 12), (11, 20)]
[1, 2, 3, 4, 5] ##	 [(0, 11), (0, 1), (0, 3), (0, 5), (1, 2), (1, 18), (3, 16), (3, 4), (4, 19), (4, 15), (5, 6), (5, 7), (6, 9), (6, 14), (6, 17), (7, 8), (7, 10), (10, 12), (10, 13)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 14), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (2, 16), (2, 10), (2, 13), (2, 9), (5, 12), (5, 6), (6, 8), (6, 15), (8, 18), (8, 11), (10, 17), (10, 19)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 5), (0, 11), (0, 12), (0, 13), (0, 14), (0, 18), (2, 8), (2, 6), (2, 7), (6, 10), (6, 15), (14, 16), (14, 19), (15, 17), (15, 20)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 17), (0, 9), (1, 2), (1, 3), (1, 4), (1, 6), (2, 18), (2, 11), (3, 16), (3, 12), (3, 5), (3, 7), (5, 8), (5, 10), (8, 14), (8, 15), (9, 19), (9, 13)]
[1, 2, 3, 4, 5] ##	 [(0, 1), (0, 6), (0, 15), (1, 17), (1, 4), (1, 5), (5, 19), (5, 18), (6, 8), (6, 12), (6, 7), (7, 10), (7, 13), (8, 9), (8, 11), (11, 20), (11, 14), (15, 16), (15, 21)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 4), (0, 6), (0, 14), (1, 10), (1, 15), (1, 7), (2, 8), (2, 16), (2, 9), (6, 19), (6, 13), (7, 11), (7, 12), (10, 18), (10, 20), (16, 17), (16, 21)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 10), (0, 11), (0, 4), (1, 9), (1, 2), (1, 3), (2, 16), (2, 6), (3, 18), (3, 5), (3, 22), (4, 19), (4, 13), (5, 20), (5, 14), (6, 17), (6, 7), (7, 8), (7, 21)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 19), (0, 14), (1, 8), (1, 2), (1, 10), (2, 3), (2, 4), (2, 5), (3, 15), (3, 11), (3, 7), (5, 16), (5, 13), (10, 18), (10, 20), (10, 12), (12, 17), (12, 21)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 10), (0, 11), (1, 3), (1, 6), (1, 8), (1, 9), (3, 16), (3, 7), (12, 16), (12, 19), (12, 13), (14, 16), (16, 17), (16, 18), (16, 20)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 3), (0, 4), (1, 9), (1, 2), (1, 6), (1, 17), (2, 19), (2, 14), (3, 10), (3, 11), (4, 12), (4, 5), (6, 18), (6, 20), (10, 13), (10, 21), (12, 16), (12, 22), (12, 15)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 18), (0, 11), (0, 4), (1, 8), (1, 2), (1, 7), (2, 10), (2, 5), (2, 9), (5, 19), (5, 12), (10, 14), (10, 15), (10, 16), (10, 20), (11, 13), (11, 21), (14, 17), (14, 22)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 2), (0, 3), (0, 13), (0, 7), (1, 4), (1, 10), (1, 14), (1, 16), (1, 17), (1, 18), (2, 9), (2, 5), (5, 8), (5, 6), (6, 19), (6, 11)]
[1, 2, 3, 4, 5] ##	 [(0, 2), (0, 4), (0, 12), (0, 13), (0, 16), (0, 18), (0, 19), (2, 17), (2, 10), (2, 7), (4, 8), (4, 9), (7, 11), (7, 20), (8, 21), (8, 14), (13, 22), (13, 15)]
[1, 2, 3, 4, 5, 6] ##	 [(0, 1), (0, 4), (0, 13), (0, 17), (1, 2), (1, 3), (2, 18), (2, 12), (2, 5), (3, 14), (3, 7), (4, 6), (4, 15), (5, 8), (5, 9), (5, 11), (7, 16), (7, 19), (9, 10), (9, 20)]
[1, 2, 3, 4, 5] ##	 [(0, 16), (0, 1), (0, 3), (1, 9), (1, 2), (1, 4), (2, 10), (2, 6), (2, 17), (3, 19), (3, 7), (9, 12), (9, 14), (10, 11), (10, 13), (10, 15), (10, 18)]
[1, 2, 3, 4, 5] ##	 [(1, 2), (1, 4), (1, 16), (1, 17), (1, 18), (1, 19), (1, 21), (2, 8), (2, 3), (2, 14), (2, 6), (4, 15), (4, 12), (4, 9), (8, 11), (8, 20), (12, 13), (12, 22)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 2), (0, 4), (0, 13), (0, 12), (1, 8), (1, 3), (2, 9), (2, 18), (2, 15), (3, 19), (3, 6), (4, 10), (4, 14), (4, 7), (13, 16), (13, 20), (15, 17), (15, 21)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 10), (0, 11), (0, 17), (0, 18), (1, 9), (1, 3), (1, 5), (1, 16), (3, 4), (3, 13), (3, 7), (4, 19), (4, 6), (5, 20), (5, 14), (7, 12), (7, 21), (10, 22), (10, 15)]
[1, 2, 3, 4] ##	 [(0, 1), (0, 4), (0, 9), (0, 10), (0, 12), (0, 15), (0, 20), (1, 2), (1, 14), (2, 11), (2, 17), (2, 7), (7, 19), (7, 13), (9, 16), (9, 21), (14, 18), (14, 22)]
[1, 2, 3, 4] ##	 [(0, 3), (0, 4), (0, 12), (0, 14), (0, 17), (0, 18), (3, 8), (3, 6), (8, 11), (8, 9), (9, 16), (9, 19), (10, 12), (12, 15), (12, 13)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 5), (0, 6), (1, 2), (1, 4), (1, 14), (2, 11), (2, 10), (2, 3), (3, 9), (3, 7), (5, 19), (5, 15), (6, 20), (6, 12), (7, 8), (7, 21), (11, 13), (11, 22), (14, 16), (14, 18), (16, 17), (16, 23)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 7), (0, 11), (0, 14), (0, 15), (0, 19), (2, 3), (2, 5), (5, 6), (5, 9), (5, 18), (5, 20), (7, 16), (7, 17), (9, 10), (9, 12)]
[1, 2, 3, 4, 5] ##	 [(0, 2), (0, 3), (0, 12), (0, 18), (2, 8), (2, 4), (2, 13), (3, 9), (3, 14), (3, 16), (9, 11), (9, 19), (10, 17), (10, 20), (10, 12), (12, 15), (12, 21)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 3), (0, 6), (1, 9), (1, 5), (3, 8), (3, 7), (6, 16), (6, 19), (7, 10), (7, 12), (7, 14), (7, 15), (9, 17), (9, 11), (10, 20), (10, 13), (12, 18), (12, 21)]
[1, 2, 3, 4] ##	 [(0, 2), (0, 6), (0, 8), (0, 10), (0, 16), (2, 9), (2, 13), (2, 14), (2, 15), (2, 17), (8, 19), (8, 12), (13, 18), (13, 20)]
[2, 3, 4, 5, 6] ##	 [(0, 1), (0, 3), (0, 4), (1, 2), (1, 11), (3, 8), (3, 14), (4, 5), (4, 6), (5, 19), (5, 7), (6, 9), (6, 13), (8, 16), (8, 10), (9, 18), (9, 12), (12, 20), (12, 17), (13, 21), (13, 15)]
[1, 2, 3, 4] ##	 [(1, 2), (1, 5), (1, 8), (1, 10), (1, 12), (1, 17), (1, 18), (1, 19), (2, 3), (2, 14), (3, 16), (3, 6), (6, 11), (6, 15), (8, 20), (8, 13)]
[1, 2, 3, 4, 5] ##	 [(1, 2), (1, 3), (1, 10), (1, 16), (1, 20), (2, 8), (2, 17), (2, 9), (3, 6), (3, 7), (5, 17), (5, 13), (5, 15), (8, 19), (8, 12), (17, 18), (17, 21)]
